id,Tr,olng,olat,dlng,dlat,episode
0,51.668971278509524,121.25021000000001,31.361859999999997,121.27922,31.361859999999997,None
1,62.145676105086935,121.298798,31.31131,121.28854,31.31131,None
2,62.73315795611481,121.28736,31.3782,121.24767,31.3782,None
3,294.01327453188253,121.30553400000001,31.298201000000002,121.31163000000001,31.298201000000002,None
4,504.9559130700014,121.24278999999999,31.37313,121.24507,31.37313,None
5,516.7646832575932,121.2447,31.36468,121.25861,31.36468,None
6,536.2633318443518,121.27748999999999,31.38632,121.29391000000001,31.38632,None
7,547.3833935929198,121.22263000000001,31.28973,121.23355,31.28973,None
8,567.8982802083146,121.26043,31.347790000000003,121.24565,31.347790000000003,None
9,586.3797489377685,121.276657,31.291946000000003,121.26845,31.291946000000003,None
10,620.0433632568739,121.20950900000001,31.402438,121.23648,31.402438,None
11,624.1671923150769,121.27738000000001,31.38669,121.27475,31.38669,None
12,915.2868569312543,121.24039199999999,31.391484000000002,121.25183,31.391484000000002,None
13,924.9580254105058,121.269287,31.302878999999997,121.26031,31.302878999999997,None
14,1048.9164942182306,121.23984499999999,31.349703,121.24535900000001,31.349703,None
15,1073.3263419225048,121.22572,31.3862,121.21438,31.3862,None
16,1136.444214712432,121.26686000000001,31.36285,121.24311999999999,31.36285,None
17,1153.5915935227988,121.25554,31.35197,121.28496000000001,31.35197,None
18,1187.8553906539728,121.254745,31.371744,121.30134,31.371744,None
19,1258.9181364706733,121.298798,31.31131,121.28854,31.31131,None
20,1297.163647567576,121.1913,31.29697,121.25861,31.29697,None
21,1346.8605683083815,121.28691,31.29399,121.26738999999999,31.29399,None
22,1532.0876916600878,121.22393000000001,31.2876,121.21479,31.2876,None
23,1625.2262098965289,121.24766000000001,31.373379999999997,121.26031,31.373379999999997,None
24,1632.3893856060565,121.30363,31.312640000000002,121.31282,31.312640000000002,None
25,1699.9250329197507,121.23671999999999,31.363979999999998,121.238239,31.363979999999998,None
26,1700.365126664612,121.25556999999999,31.35193,121.25376000000001,31.35193,None
27,1775.788276230148,121.25694299999999,31.33646,121.2485,31.33646,None
28,1873.5077076151729,121.2482,31.34583,121.27708,31.34583,None
29,1898.4014835998007,121.29907,31.31118,121.31988,31.31118,None
30,1947.9741956749817,121.271827,31.382946999999998,121.29048,31.382946999999998,None
31,1953.279812965315,121.278267,31.384678000000005,121.237229,31.384678000000005,None
32,2019.0919631611753,121.205482,31.411909,121.24677,31.411909,None
33,2109.0758121977065,121.276848,31.274404999999998,121.31419,31.274404999999998,None
34,2241.412217602224,121.25816999999999,31.36839,121.24891000000001,31.36839,None
35,2296.810246947377,121.3075,31.26622,121.26705,31.26622,None
36,2341.459235573161,121.31162900000001,31.2837,121.31988,31.2837,None
37,2509.984566783102,121.25407,31.3307,121.23929,31.3307,None
38,2560.94984347816,121.31747,31.31083,121.32928000000001,31.31083,None
39,2565.236404980159,121.28237,31.415640000000003,121.24891000000001,31.415640000000003,None
40,2774.5194908462645,121.24766000000001,31.373379999999997,121.26031,31.373379999999997,None
41,2887.279284168939,121.24039199999999,31.391484000000002,121.25183,31.391484000000002,None
42,2890.5950839653083,121.20478999999999,31.41674,121.20671000000002,31.41674,None
43,2948.0613203747116,121.26491000000001,31.33199,121.25028999999999,31.33199,None
44,3166.01720963193,121.31943000000001,31.307109999999998,121.30505,31.307109999999998,None
45,3273.350938880277,121.22263000000001,31.28973,121.23355,31.28973,None
46,3340.1005074388577,121.2516,31.36863,121.20664,31.36863,None
47,3455.448338736093,121.24003,31.26758,121.27828999999998,31.26758,None
48,3506.076357148683,121.279149,31.385207,121.27768,31.385207,None
49,3595.385667200851,121.23811,31.375,121.24318000000001,31.375,None
50,3662.7042142726013,121.19983,31.2937,121.18965,31.2937,None
51,3708.9899024183023,121.25295,31.369190000000003,121.28438999999999,31.369190000000003,None
52,3755.3400212607967,121.24786,31.3474,121.25861,31.3474,None
53,3838.55979675728,121.31543,31.27304,121.29982,31.27304,None
54,3846.163071954496,121.32348,31.29225,121.3231,31.29225,None
55,3990.1556624280383,121.32240300000001,31.309271000000003,121.32341000000001,31.309271000000003,None
56,4118.284669320508,121.31943000000001,31.307109999999998,121.30505,31.307109999999998,None
57,4168.881635474808,121.22586000000001,31.374270000000003,121.24525,31.374270000000003,None
58,4235.606768004467,121.323502,31.291451000000002,121.31818,31.291451000000002,None
59,4432.468574805809,121.32947,31.291559999999997,121.294,31.291559999999997,None
60,4456.714760840875,121.24148000000001,31.3886,121.21153000000001,31.3886,None
61,4491.074208637036,121.23808999999999,31.391609999999996,121.25003999999998,31.391609999999996,None
62,4496.75815566188,121.31776299999999,31.281663,121.30928,31.281663,None
63,4536.355335392029,121.20453,31.4167,121.23643999999999,31.4167,None
64,4824.624107651272,121.31096000000001,31.30968,121.30633,31.30968,None
65,4922.441546054955,121.32348,31.29225,121.3231,31.29225,None
66,4936.77401346238,121.28242,31.415429999999997,121.2747,31.415429999999997,None
67,5018.682615702944,121.185244,31.312234999999998,121.2226,31.312234999999998,None
68,5020.383372637405,121.27460500000001,31.367844,121.2453,31.367844,None
69,5034.637805797682,121.245499,31.3925,121.24748999999998,31.3925,None
70,5048.115998526505,121.24766000000001,31.373379999999997,121.26031,31.373379999999997,None
71,5093.85679590623,121.3153,31.285261,121.30828000000001,31.285261,None
72,5128.038413699274,121.31776299999999,31.281663,121.30928,31.281663,None
73,5250.496752521568,121.21593999999999,31.31267,121.19236000000001,31.31267,None
74,5296.797910989871,121.25323300000001,31.344001000000002,121.23518999999999,31.344001000000002,None
75,5323.886044191098,121.27571999999999,31.39075,121.31634,31.39075,None
76,5489.647701074074,121.24198999999999,31.35003,121.24065,31.35003,None
77,5490.649710857255,121.27816000000001,31.38597,121.24982,31.38597,None
78,5689.190688320734,121.25323300000001,31.344001000000002,121.23518999999999,31.344001000000002,None
79,5797.959909564503,121.17809,31.3574,121.18078600000001,31.3574,None
80,5867.128159825489,121.31113,31.309540000000002,121.26487,31.309540000000002,None
81,5881.909478489946,121.25694299999999,31.33646,121.2485,31.33646,None
82,5905.2801824509415,121.29256000000001,31.34112,121.29273,31.34112,None
83,5920.9046295583885,121.31451000000001,31.32212,121.27004,31.32212,None
84,5923.108708930509,121.20451000000001,31.343441,121.27688700000002,31.343441,None
85,5957.507035032217,121.25208,31.42795,121.25361000000001,31.42795,None
86,5960.500052366741,121.281517,31.32687,121.29292,31.32687,None
87,5997.0478016417765,121.31488999999999,31.311590000000002,121.31237,31.311590000000002,None
88,6065.011854280927,121.282753,31.33363,121.3031,31.33363,None
89,6073.575145334027,121.25303999999998,31.396559999999997,121.27819,31.396559999999997,None
90,6083.900498226168,121.253723,31.330725,121.29065,31.330725,None
91,6086.8168204117155,121.311621,31.308694,121.31102,31.308694,None
92,6164.939323948743,121.236378,31.365270000000002,121.227924,31.365270000000002,None
93,6350.078178688978,121.22631100000001,31.269337,121.2945,31.269337,None
94,6356.461841084733,121.278778,31.377981,121.28068999999999,31.377981,None
95,6472.4393410065395,121.259499,31.359509999999997,121.25878,31.359509999999997,None
96,6481.438576366628,121.19651,31.40754,121.22543999999999,31.40754,None
97,6491.776672196732,121.24683999999999,31.38379,121.21181000000001,31.38379,None
98,6508.500028501073,121.2652,31.38382,121.25764,31.38382,None
99,6520.566462035281,121.25701000000001,31.32889,121.25818000000001,31.32889,None
100,6544.410503989255,121.253723,31.330725,121.29065,31.330725,None
101,6568.027980607174,121.206108,31.401253000000004,121.23643999999999,31.401253000000004,None
102,6590.247552548819,121.1913,31.29697,121.25861,31.29697,None
103,6633.613798459424,121.311621,31.308694,121.31102,31.308694,None
104,6733.139362426451,121.31478999999999,31.31141,121.32146999999999,31.31141,None
105,6745.957897252242,121.205482,31.411909,121.24677,31.411909,None
106,6860.817946973849,121.25706000000001,31.399820000000002,121.24445,31.399820000000002,None
107,6967.778520887925,121.245193,31.286119,121.27928,31.286119,None
108,7077.840954338505,121.26071999999999,31.36373,121.25811999999999,31.36373,None
109,7123.6678458191145,121.21673999999999,31.3192,121.19811000000001,31.3192,None
110,7152.342797675953,121.247767,31.365699,121.22625,31.365699,None
111,7156.169170249748,121.27906000000002,31.38523,121.26876000000001,31.38523,None
112,7237.107521517982,121.18648999999999,31.40382,121.21613,31.40382,None
0,6.376698056937612,121.24083999999999,31.36838,121.24507,31.36838,None
1,41.409461440948334,121.322014,31.295181,121.27729,31.295181,None
2,107.54101094799427,121.31096000000001,31.30968,121.30633,31.30968,None
3,107.83055602310766,121.30363,31.312640000000002,121.31282,31.312640000000002,None
4,108.06556473997266,121.29340400000001,31.340329999999998,121.32171000000001,31.340329999999998,None
5,279.58218699913107,121.22091999999999,31.38076,121.2066,31.38076,None
6,351.88086372291207,121.320099,31.282128999999998,121.32351100000001,31.282128999999998,None
7,634.3131881913926,121.292061,31.292919,121.25606,31.292919,None
8,695.7350814719717,121.26381,31.37058,121.19077,31.37058,None
9,711.7132436280971,121.320099,31.282128999999998,121.32351100000001,31.282128999999998,None
10,731.7133106771435,121.25706000000001,31.399820000000002,121.24445,31.399820000000002,None
11,781.982328910239,121.29808999999999,31.31295,121.32898,31.31295,None
12,942.1059191557406,121.31451000000001,31.32212,121.27004,31.32212,None
13,947.3911076602258,121.30198,31.315040000000003,121.32351100000001,31.315040000000003,None
14,1004.8785868672126,121.29386000000001,31.37456,121.27076000000001,31.37456,None
15,1109.4521661064477,121.23848000000001,31.342731,121.24361,31.342731,None
16,1158.709773111951,121.25808,31.40737,121.23795,31.40737,None
17,1281.9898787042919,121.288292,31.33148,121.31183999999999,31.33148,None
18,1297.5528332527333,121.278267,31.384678000000005,121.237229,31.384678000000005,None
19,1313.2941367690642,121.24083999999999,31.36838,121.24507,31.36838,None
20,1454.202088055194,121.25929,31.368000000000002,121.32092,31.368000000000002,None
21,1466.7847492719668,121.22572,31.3862,121.21438,31.3862,None
22,1484.4991275427033,121.258499,31.34473,121.26523999999999,31.34473,None
23,1618.140652150463,121.205482,31.411909,121.24677,31.411909,None
24,1639.0142131737794,121.280868,31.328272,121.25861,31.328272,None
25,1666.4123428130886,121.30596200000001,31.339188,121.26793,31.339188,None
26,1874.9667584515676,121.17742,31.361929999999997,121.24065,31.361929999999997,None
27,1923.7739859920864,121.24078999999999,31.34955,121.26008,31.34955,None
28,1950.5443646092046,121.236378,31.365270000000002,121.227924,31.365270000000002,None
29,2199.185842044857,121.257599,31.344310999999998,121.25861,31.344310999999998,None
30,2264.9755984687386,121.25731999999999,31.34778,121.24535900000001,31.34778,None
31,2342.3076045997445,121.25412,31.33095,121.29688,31.33095,None
32,2387.4744132756855,121.2447,31.36468,121.25861,31.36468,None
33,2418.4628554253627,121.25987099999999,31.366970000000002,121.292126,31.366970000000002,None
34,2467.387055816883,121.28408999999999,31.331640000000004,121.25738,31.331640000000004,None
35,2478.148720995267,121.3016,31.3087,121.27618999999999,31.3087,None
36,2507.9181793616763,121.301727,31.287895000000002,121.32603,31.287895000000002,None
37,2537.74631921442,121.32947,31.291559999999997,121.294,31.291559999999997,None
38,2748.02641494051,121.26937099999999,31.32613,121.28608,31.32613,None
39,2892.2048769498306,121.238297,31.393995,121.24547,31.393995,None
40,2917.532768334735,121.24813,31.349831,121.28876000000001,31.349831,None
41,2923.813327067906,121.17742,31.361929999999997,121.24065,31.361929999999997,None
42,2932.774024256666,121.31048799999999,31.307689,121.32351100000001,31.307689,None
43,2949.697547621457,121.26433999999999,31.345978999999996,121.23,31.345978999999996,None
44,3000.0883759006792,121.2283,31.37633,121.19931000000001,31.37633,None
45,3044.5951940117366,121.28168000000001,31.33639,121.31827,31.33639,None
46,3077.6895074080776,121.32240300000001,31.309271000000003,121.32341000000001,31.309271000000003,None
47,3103.8474778639793,121.28647,31.345190000000002,121.29916000000001,31.345190000000002,None
48,3193.205253334144,121.22586000000001,31.374270000000003,121.24525,31.374270000000003,None
49,3202.11876868823,121.227924,31.377118,121.20548000000001,31.377118,None
50,3327.2796099113907,121.2701,31.38747,121.23778,31.38747,None
51,3516.4831784215476,121.26937099999999,31.32613,121.28608,31.32613,None
52,3522.5980773177384,121.2341,31.36893,121.20438,31.36893,None
53,3685.8051485887268,121.25323300000001,31.344001000000002,121.23518999999999,31.344001000000002,None
54,3721.2442079939374,121.21155,31.419790000000003,121.237229,31.419790000000003,None
55,3839.5382236505757,121.26381,31.37058,121.19077,31.37058,None
56,3852.6573802913485,121.31776299999999,31.281663,121.30928,31.281663,None
57,4091.8276904538307,121.2447,31.36468,121.25861,31.36468,None
58,4098.571929448914,121.246654,31.339176000000002,121.316048,31.339176000000002,None
59,4180.244394592643,121.20579,31.31959,121.21318000000001,31.31959,None
60,4195.646184814576,121.21593999999999,31.31267,121.19236000000001,31.31267,None
61,4268.957255717442,121.28691,31.29399,121.26738999999999,31.29399,None
62,4370.898895396973,121.31048799999999,31.307689,121.32351100000001,31.307689,None
63,4393.42964770574,121.26108,31.3868,121.24725,31.3868,None
64,4400.093074230444,121.31162900000001,31.2837,121.31988,31.2837,None
65,4435.665408956828,121.26266299999999,31.404821999999996,121.24231999999999,31.404821999999996,None
66,4458.640326647099,121.27688700000002,31.319613,121.29961999999999,31.319613,None
67,4477.197578272485,121.22091999999999,31.38076,121.2066,31.38076,None
68,4514.065197607148,121.29213,31.37878,121.29704,31.37878,None
69,4692.173580492191,121.28237,31.415640000000003,121.24891000000001,31.415640000000003,None
70,4719.227684427377,121.21155,31.419790000000003,121.237229,31.419790000000003,None
71,4802.150536267966,121.257599,31.344310999999998,121.25861,31.344310999999998,None
72,4865.4902063176905,121.22128000000001,31.38011,121.24981000000001,31.38011,None
73,4948.812414856163,121.280152,31.274186,121.31917,31.274186,None
74,5031.137223913721,121.23671999999999,31.363979999999998,121.238239,31.363979999999998,None
75,5071.820507550106,121.32418999999999,31.29625,121.30113999999999,31.29625,None
76,5089.707778707525,121.28691,31.29399,121.26738999999999,31.29399,None
77,5154.784554940843,121.27816000000001,31.38597,121.24982,31.38597,None
78,5222.420839976451,121.26928000000001,31.38945,121.24095,31.38945,None
79,5252.226181030733,121.276657,31.291946000000003,121.26845,31.291946000000003,None
80,5337.620349800618,121.24003,31.26758,121.27828999999998,31.26758,None
81,5373.479019971562,121.218048,31.294451000000002,121.221,31.294451000000002,None
82,5413.699515671127,121.25721999999999,31.368290000000002,121.227924,31.368290000000002,None
83,5419.822574889928,121.22066000000001,31.31772,121.22608100000001,31.31772,None
84,5545.812569925163,121.29593999999999,31.299359999999997,121.32491999999999,31.299359999999997,None
85,5613.455599947346,121.23657,31.390990000000002,121.22169,31.390990000000002,None
86,5617.889250808508,121.21673999999999,31.3192,121.19811000000001,31.3192,None
87,5679.73265838629,121.292424,31.353665000000003,121.27688700000002,31.353665000000003,None
88,5731.683926759999,121.231117,31.369144,121.25596000000002,31.369144,None
89,5732.783236776914,121.245193,31.286119,121.27928,31.286119,None
90,5844.272496002501,121.26491000000001,31.33199,121.25028999999999,31.33199,None
91,5851.484140062717,121.26406000000001,31.32268,121.25861,31.32268,None
92,5881.725279306407,121.227295,31.385502000000002,121.25145,31.385502000000002,None
93,5940.086180227523,121.27748999999999,31.38634,121.271727,31.38634,None
94,6121.121946648135,121.24078999999999,31.34955,121.26008,31.34955,None
95,6147.691143947006,121.22586100000001,31.268185,121.23834,31.268185,None
96,6157.019381202788,121.21728,31.42367,121.237229,31.42367,None
97,6190.244175216652,121.25556999999999,31.35193,121.25376000000001,31.35193,None
98,6255.588645517666,121.181776,31.284995000000002,121.207194,31.284995000000002,None
99,6342.162249053614,121.22128000000001,31.38011,121.24981000000001,31.38011,None
100,6384.296650929582,121.22559,31.38645,121.19111000000001,31.38645,None
101,6404.715503321404,121.2001,31.39325,121.20593999999998,31.39325,None
102,6455.189871314839,121.24278999999999,31.37313,121.24507,31.37313,None
103,6563.541847887762,121.257599,31.344310999999998,121.25861,31.344310999999998,None
104,6590.253936817077,121.23984499999999,31.349703,121.24535900000001,31.349703,None
105,6638.414448188484,121.2001,31.39325,121.20593999999998,31.39325,None
106,6659.2094585461555,121.22393000000001,31.2876,121.21479,31.2876,None
107,6747.3404245325855,121.31081999999999,31.291240000000002,121.3167,31.291240000000002,None
108,6817.053709843178,121.21593999999999,31.31267,121.19236000000001,31.31267,None
109,6841.993341705896,121.27906000000002,31.38523,121.26876000000001,31.38523,None
110,6857.392002860614,121.26686000000001,31.36285,121.24311999999999,31.36285,None
111,6860.741101371199,121.25694299999999,31.33646,121.2485,31.33646,None
112,6905.999678245024,121.220673,31.383779999999998,121.227924,31.383779999999998,None
113,6924.996559588556,121.28053,31.37722,121.21118999999999,31.37722,None
114,6930.134877095688,121.28237,31.415640000000003,121.24891000000001,31.415640000000003,None
115,7053.178493330302,121.27035,31.33158,121.27981000000001,31.33158,None
116,7067.170661018726,121.206108,31.401253000000004,121.23643999999999,31.401253000000004,None
117,7128.111589034509,121.25721999999999,31.368290000000002,121.227924,31.368290000000002,None
118,7161.44063614669,121.29960600000001,31.331404,121.24513,31.331404,None
119,7201.905071629893,121.23692,31.35987,121.23476000000001,31.35987,None
0,29.151757927645047,121.17742,31.361929999999997,121.24065,31.361929999999997,None
1,94.59623409600614,121.31113,31.309540000000002,121.26487,31.309540000000002,None
2,102.74005571751714,121.20893899999999,31.402703999999996,121.2444,31.402703999999996,None
3,246.4601296950109,121.22091999999999,31.38076,121.2066,31.38076,None
4,391.15373489470494,121.276657,31.291946000000003,121.26845,31.291946000000003,None
5,542.1412974967582,121.248672,31.388115000000003,121.27474,31.388115000000003,None
6,644.4353425174323,121.17742,31.361929999999997,121.24065,31.361929999999997,None
7,662.397275673102,121.25801000000001,31.382609999999996,121.23817,31.382609999999996,None
8,843.0158235458234,121.25846000000001,31.344790000000003,121.25376000000001,31.344790000000003,None
9,881.516550277889,121.31747,31.31083,121.32928000000001,31.31083,None
10,1192.7229371904814,121.206108,31.401253000000004,121.23643999999999,31.401253000000004,None
