no,sar,orp,dqn,time
316.9225884413029,289.2891971850173,228.7134400176965,292.36158146099575,3210
316.9225884413029,289.2891971850173,237.9503691123514,292.36158146099575,3240
320.1102385694937,289.2891971850173,237.9503691123514,292.36158146099575,3270
320.1102385694937,317.04599394283787,237.9503691123514,280.3389405835507,3300
320.1102385694937,317.04599394283787,237.9503691123514,280.3389405835507,3330
320.1102385694937,317.04599394283787,239.20877301647684,280.3389405835507,3360
320.1102385694937,317.04599394283787,239.20877301647684,281.01902340610474,3390
323.8903584607251,317.04599394283787,239.20877301647684,281.01902340610474,3420
323.8903584607251,317.04599394283787,239.20877301647684,281.01902340610474,3450
327.30424314869924,317.04599394283787,239.20877301647684,281.01902340610474,3480
327.30424314869924,317.04599394283787,249.4342563104341,278.05606253999275,3510
327.30424314869924,316.46806456692724,259.34291817417466,289.9571762051805,3540
324.2169242211252,316.46806456692724,259.34291817417466,289.9571762051805,3570
323.2792023211238,316.46806456692724,257.3692844930498,289.9571762051805,3600
323.2792023211238,316.46806456692724,257.3692844930498,289.9571762051805,3630
321.5901522247564,316.46806456692724,264.53299960097837,289.9571762051805,3660
321.5901522247564,313.3848244630971,264.53299960097837,289.9571762051805,3690
325.40260330785844,313.3848244630971,267.4830257885403,289.9571762051805,3720
325.40260330785844,313.3848244630971,267.4830257885403,297.90666356133715,3750
325.40260330785844,313.3848244630971,267.4830257885403,298.7978735062159,3780
324.91071292111957,315.1120112655749,267.4830257885403,298.7978735062159,3810
324.91071292111957,319.5116707305149,267.4830257885403,298.7978735062159,3840
324.91071292111957,319.5116707305149,267.4830257885403,295.26777649394745,3870
324.91071292111957,319.5116707305149,267.4830257885403,295.26777649394745,3900
324.91071292111957,319.5116707305149,272.28920103207764,295.26777649394745,3930
324.91071292111957,319.5116707305149,272.28920103207764,295.26777649394745,3960
330.0871729408158,319.5116707305149,272.28920103207764,295.26777649394745,3990
330.0871729408158,319.5116707305149,272.28920103207764,295.26777649394745,4020
330.0871729408158,319.5116707305149,272.28920103207764,295.26777649394745,4050
330.0871729408158,319.5116707305149,271.78928733677355,295.26777649394745,4080
331.85351107899396,319.5116707305149,271.78928733677355,289.74524958798355,4110
340.2223083094503,319.5116707305149,271.78928733677355,291.0765102097901,4140
340.2223083094503,319.5116707305149,271.78928733677355,291.0765102097901,4170
344.0243926781137,314.8208166300707,271.01935735720434,291.0765102097901,4200
344.0243926781137,314.8208166300707,271.01935735720434,291.0765102097901,4230
344.0243926781137,311.1170530519009,271.01935735720434,291.0765102097901,4260
344.0243926781137,311.1170530519009,271.01935735720434,294.6992303915109,4290
343.85292214605664,311.1170530519009,271.01935735720434,294.6992303915109,4320
347.8269792143096,311.1170530519009,271.01935735720434,294.6992303915109,4350
347.8269792143096,311.1170530519009,267.61911075890526,294.6992303915109,4380
347.8269792143096,311.1170530519009,267.61911075890526,292.6962741604168,4410
347.8269792143096,307.2862659312721,265.95401566868014,292.6962741604168,4440
350.3163340081967,305.3923406385185,265.95401566868014,292.6962741604168,4470
353.51039685145463,305.3923406385185,271.4016926402889,292.6962741604168,4500
354.5411384486986,305.3923406385185,271.4016926402889,292.6962741604168,4530
354.5411384486986,305.3923406385185,267.52894972424025,292.6962741604168,4560
354.5411384486986,311.8870293769383,267.52894972424025,292.6962741604168,4590
358.407875866291,311.8870293769383,267.52894972424025,292.6962741604168,4620
358.407875866291,311.91645915724865,267.52894972424025,292.6962741604168,4650
358.407875866291,311.91645915724865,265.03614120599366,292.6962741604168,4680
358.407875866291,311.91645915724865,265.03614120599366,292.6962741604168,4710
358.407875866291,311.91645915724865,265.03614120599366,292.712326120522,4740
358.407875866291,311.91645915724865,262.25559296694956,292.712326120522,4770
358.407875866291,312.19509997219194,262.25559296694956,292.712326120522,4800
358.407875866291,317.9158689516006,265.53243649181053,292.712326120522,4830
356.30902323487214,317.9158689516006,265.53243649181053,289.5329555268259,4860
356.30902323487214,317.9158689516006,265.53243649181053,289.5329555268259,4890
356.30902323487214,320.3178145771621,265.53243649181053,289.5329555268259,4920
358.56398663326695,320.3178145771621,265.53243649181053,289.5329555268259,4950
358.56398663326695,320.3178145771621,264.84193230872893,289.5329555268259,4980
359.960629887721,320.3178145771621,264.84193230872893,289.5329555268259,5010
363.32454958131035,320.3178145771621,264.84193230872893,289.5329555268259,5040
363.32454958131035,320.3178145771621,271.0462671153472,289.5329555268259,5070
362.03246815960046,320.3178145771621,271.0462671153472,293.03915879196506,5100
362.03246815960046,320.3178145771621,271.0462671153472,293.03915879196506,5130
362.03246815960046,324.9553389927657,271.2265523634048,298.1942397397534,5160
363.28030936851695,324.9553389927657,275.0089704555234,298.1942397397534,5190
363.28030936851695,321.411277225295,275.0089704555234,292.2450856512434,5220
363.54089506822044,321.411277225295,275.0089704555234,292.2450856512434,5250
365.60971663080267,321.63948683075176,275.0089704555234,292.2450856512434,5280
365.60971663080267,321.63948683075176,279.8822720570537,292.46251885652293,5310
365.60971663080267,317.1941173184867,275.9034596231373,292.46251885652293,5340
365.60971663080267,317.1941173184867,275.9034596231373,292.46251885652293,5370
365.60971663080267,317.1941173184867,275.9034596231373,292.11820517541446,5400
365.60971663080267,317.2712822582036,275.9034596231373,297.26241732278356,5430
365.60971663080267,322.78515308098724,275.9034596231373,291.64776977360253,5460
365.60971663080267,322.78515308098724,281.46560726707776,291.64776977360253,5490
365.2210593027269,322.78515308098724,275.3247858090079,291.64776977360253,5520
365.2210593027269,322.78515308098724,271.797778299079,291.64776977360253,5550
365.2210593027269,322.78515308098724,271.2305901010815,291.64776977360253,5580
365.2210593027269,322.78515308098724,267.87213494082465,291.64776977360253,5610
365.2210593027269,321.5427907811434,267.87213494082465,291.64776977360253,5640
365.2210593027269,325.2721913527202,267.87213494082465,291.64776977360253,5670
365.2210593027269,328.2830146350619,267.87213494082465,291.64776977360253,5700
366.29833979045645,328.2830146350619,267.87213494082465,291.64776977360253,5730
366.29833979045645,334.11344409221925,267.87213494082465,291.64776977360253,5760
366.29833979045645,334.11344409221925,267.87213494082465,291.64776977360253,5790
366.29833979045645,334.11344409221925,270.83998326508515,291.64776977360253,5820
366.29833979045645,331.6304635211249,274.3439205447238,291.64776977360253,5850
366.29833979045645,335.5471473045243,274.3439205447238,293.93773700325136,5880
366.29833979045645,335.5471473045243,274.3439205447238,292.0164622092922,5910
365.34914013969393,335.5471473045243,274.3439205447238,292.0164622092922,5940
365.34914013969393,335.5471473045243,274.3439205447238,292.0164622092922,5970
365.34914013969393,335.5471473045243,276.4866894666111,295.76348401291744,6000
362.75186783214576,332.4870631027807,276.4866894666111,293.3720835059134,6030
362.75186783214576,332.4870631027807,276.4866894666111,293.3720835059134,6060
362.75186783214576,332.4870631027807,273.97455636311264,293.3720835059134,6090
362.7539910701605,332.4870631027807,274.1662874475909,293.3720835059134,6120
362.7539910701605,332.4870631027807,274.1662874475909,293.3720835059134,6150
366.0187023433983,332.4870631027807,272.2278989250587,293.3720835059134,6180
366.0187023433983,332.4870631027807,276.89556427011615,291.64194761968565,6210
366.0187023433983,332.4870631027807,276.89556427011615,291.3499390345313,6240
366.0187023433983,332.4870631027807,276.89556427011615,291.3499390345313,6270
361.8847644613813,332.4870631027807,278.3927691724423,291.3499390345313,6300
361.8847644613813,331.0982249453349,278.3927691724423,291.3499390345313,6330
361.8847644613813,331.0982249453349,278.3927691724423,291.3499390345313,6360
361.8847644613813,331.0982249453349,278.3927691724423,291.3499390345313,6390
361.8847644613813,333.47331782634967,281.8187888814598,291.3499390345313,6420
357.9327070535564,333.47331782634967,283.33060672853486,291.3499390345313,6450
357.9327070535564,333.47331782634967,283.33060672853486,291.3499390345313,6480
357.9327070535564,330.0289913299212,283.33060672853486,296.4689172226585,6510
359.8437823068735,331.4810408784717,283.33060672853486,296.4689172226585,6540
359.8437823068735,331.4810408784717,283.33060672853486,296.4689172226585,6570
359.8437823068735,331.4810408784717,289.444452246494,296.31815901706517,6600
359.8437823068735,331.4810408784717,291.81151156614015,296.31815901706517,6630
359.8437823068735,331.4810408784717,291.81151156614015,296.31815901706517,6660
359.8437823068735,331.4810408784717,291.81151156614015,296.31815901706517,6690
359.8437823068735,332.0610023696727,291.46826870085846,296.31815901706517,6720
362.0373951723199,335.25383844582467,291.46826870085846,296.31815901706517,6750
362.0373951723199,335.25383844582467,291.46826870085846,296.31815901706517,6780
362.0373951723199,335.25383844582467,291.46826870085846,300.42618899595254,6810
362.0373951723199,335.25383844582467,289.1574495305181,300.42618899595254,6840
362.0373951723199,335.25383844582467,288.7711886984118,300.42618899595254,6870
362.0373951723199,335.25383844582467,288.7711886984118,300.42618899595254,6900
362.0373951723199,335.25383844582467,288.7711886984118,300.42618899595254,6930
362.0373951723199,335.25383844582467,286.89042133193055,300.42618899595254,6960
362.0373951723199,335.25383844582467,288.4773303021465,300.42618899595254,6990
362.0373951723199,335.25383844582467,288.4773303021465,300.42618899595254,7020
362.0373951723199,333.7405291347995,288.4773303021465,300.42618899595254,7050
362.0373951723199,334.43824747110904,288.4773303021465,297.0178943227879,7080
362.0373951723199,332.9653700174724,288.4773303021465,297.0178943227879,7110
362.0373951723199,331.09668399644056,288.4773303021465,297.0178943227879,7140
362.0373951723199,331.09668399644056,289.50422558105834,293.4662993353171,7170
